,Title,BodyPart,Equipment,Level,url
1359,Leg curl,Hamstrings,Machine,Intermediate,https://www.youtube.com/watch?v=G7BQlXgLdOI
1360,Leg Extension - Gethin Variation,Hamstrings,Machine,Intermediate,https://www.youtube.com/watch?v=pOBUJZzlxOQ
1361,Single-leg leg extension-,Hamstrings,Machine,Intermediate,https://www.youtube.com/watch?v=82IuSLk5zNc
1362,Lying Hamstring Curls - Gethin Variation,Hamstrings,Machine,Intermediate,https://www.youtube.com/watch?v=GbcgewbuwMI
1363,AM Seated Hamstring Curl,Hamstrings,Machine,Intermediate,https://www.youtube.com/watch?v=oFxEDkppbSQ
1364,UP Hamstring Curl,Hamstrings,Machine,Intermediate,https://www.youtube.com/watch?v=G7BQlXgLdOI
1365,30 Legs Leg Extension,Hamstrings,Machine,Intermediate,https://www.youtube.com/watch?v=ljO4jkwv8wQ
1366,30 Legs Seated Leg Curl,Hamstrings,Machine,Intermediate,https://www.youtube.com/watch?v=Sn7SXeK2x9U
1367,Natural Glute Ham Raise,Hamstrings,Body Only,Beginner,https://www.youtube.com/watch?v=mOuhARhkwzQ
1368,Standing leg swing,Hamstrings,Body Only,Beginner,https://www.youtube.com/watch?v=hxKfZlW1rys
1369,Linear Acceleration Wall Drill,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=A4CU50A2mOw
1370,Knee Tuck Jump,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=2sl0KVJQWB8
1371,Leg-Up Hamstring Stretch,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=oRdXgERlSag
1372,Inchworm,Hamstrings,Body Only,Beginner,https://www.youtube.com/watch?v=cyasgr9mn3s
1373,Moving Claw Series,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=alMwwGoeFiA
1374,Lying groin stretch with band,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=xTWzOMA5caQ
1375,90/90 Hamstring,Hamstrings,Body Only,Beginner,https://www.youtube.com/watch?v=meM4S1vrbpk
1376,World's greatest stretch,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=-CiWQ2IvY34
1377,The Straddle,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=aAmr3Dqr7Vw
1378,Prone Manual Hamstring,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=dAcv_eypZVM
1379,Knee To Chest,Hamstrings,Body Only,Beginner,https://www.youtube.com/watch?v=8kzfXDNq_P8
1380,Hurdle Hops,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=MXGrFkxkub0
1381,Hip Stretch With Twist,Hamstrings,Body Only,Beginner,https://www.youtube.com/watch?v=9_4718r74Gw
1382,Linear 3-Part Start Technique,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=VHwTBCQJjfw
1383,Alternating Leg Swing,Hamstrings,Body Only,Beginner,https://www.youtube.com/watch?v=21XQPb0FQP4
1384,Single-leg balance and reach,Hamstrings,Body Only,Beginner,https://www.youtube.com/watch?v=EkR2rRfWqHM
1385,High Kick,Hamstrings,Body Only,Beginner,https://www.youtube.com/watch?v=I0FGI1ghZXc
1386,Boss Everline 10-Yard Sprints,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=oJy_NwDrTJU
1387,Standing hamstring stretch,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=LVY692zJK0A
1388,Reverse lunge,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=SXYrUTUwFoc
1389,HM Alternating Cross Lunge,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=1M9Gp7_dK-U
1390,HM Alternating Front Kick,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=Ddc0ETaIutM
1391,HM World's Greatest Stretch,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=-CiWQ2IvY34
1392,HM Alternating Sprawl Kick-Through,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=O0K6e2jAu38
1393,HM Alternating Step-Back,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=xNt6xp4QrhM
1394,HM Alternating Step-Up With Chair,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=dAup4iOBUnc
1395,HM Right Knee-Up,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=QDsnSJtl_yo
1396,HM Low Lunge With External Twist,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=rkUCQnUar6M
1397,HM Ninja Crawl,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=wgGSbYgdhPM
1398,HM Pigeon Stretch,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=op-eDU9eNqM
1399,Single-Leg Deadlift Walk,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=UReUoW0wlak
1400,Total Fitness Hamstring Slide,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=NqZ6JUIx0I8
1401,30 Legs Walking Lunge,Hamstrings,Body Only,Intermediate,https://www.youtube.com/watch?v=xPzikhQSEAs
1402,Glute ham raise-,Hamstrings,None,Beginner,https://www.youtube.com/watch?v=w_7UaXfsbaw
1403,Lying hamstring stretch with band,Hamstrings,None,Beginner,https://www.youtube.com/watch?v=xTWzOMA5caQ
1404,Upper Back-Leg Grab,Hamstrings,None,Beginner,https://www.youtube.com/watch?v=JHgSsIuGlB4
1405,Seated Hamstring,Hamstrings,None,Beginner,https://www.youtube.com/watch?v=ykOlGxeEnr0
1406,Alternating lunge jump,Hamstrings,None,Beginner,https://www.youtube.com/watch?v=1KGoFKarfiY
1407,Runner's Stretch,Hamstrings,None,Intermediate,https://www.youtube.com/watch?v=Qac5fg09G7Q
1408,Exercise ball leg curl,Hamstrings,Exercise Ball,Intermediate,https://www.youtube.com/watch?v=WNB90xXLEOg
1409,Ball Hamstring Hat Trick,Hamstrings,Exercise Ball,Intermediate,https://www.youtube.com/watch?v=HqTgnrdygkQ
1410,Band-assisted pull-up,Lats,Bands,Intermediate,https://www.youtube.com/watch?v=A-uiFTIsgRg
1411,Assisted Chin-Up,Lats,Bands,Beginner,https://www.youtube.com/watch?v=y00_rMYk1Oc
1412,UN Band Assisted Pull-up Pronated,Lats,Bands,Intermediate,https://www.youtube.com/watch?v=5rR_bzBc1NA
1413,UN Band Assisted Pull-up Neutral,Lats,Bands,Intermediate,https://www.youtube.com/watch?v=A-uiFTIsgRg
1414,UN Band Assisted Pull-up Supinated,Lats,Bands,Intermediate,https://www.youtube.com/watch?v=Ss6Y9HpCdL0
1415,FYR2 Monster Band Face-Pull Hold,Lats,Bands,Intermediate,https://www.youtube.com/watch?v=CU4Xc2qlLC0
1416,Single-arm band low row,Lats,Bands,Intermediate,https://www.youtube.com/watch?v=OvPHAdtKtHk
1417,Latissimus dorsi SMR,Lats,Foam Roll,Intermediate,https://www.youtube.com/watch?v=1GaR-a9TWYM
1418,Bent-arm barbell pull-over,Lats,Barbell,Intermediate,https://www.youtube.com/watch?v=3QiBnN2r51I
1419,Barbell pull-over to press,Lats,Barbell,Beginner,https://www.youtube.com/watch?v=EJR8JKLfDrE
1420,Single-arm barbell bent-over row,Lats,Barbell,Intermediate,https://www.youtube.com/watch?v=1W1MnqIIZ7k
1421,Reverse Barbell Row,Lats,Barbell,Intermediate,https://www.youtube.com/watch?v=vjIkiD5iYkI
1422,Side kick-through to kettlebell high pull,Lats,Kettlebells,Intermediate,https://www.youtube.com/watch?v=OkLpueSAKrY
1423,FYR2 Alternating Kettlebell Snatch,Lats,Kettlebells,Intermediate,https://www.youtube.com/watch?v=0aq5EW0euvA
1424,FYR2 Alternating Kettlebell Swing,Lats,Kettlebells,Intermediate,https://www.youtube.com/watch?v=ROZMLJPZZjU
1425,FYR2 American Kettlebell Swing,Lats,Kettlebells,Intermediate,https://www.youtube.com/watch?v=E6GoQYuZZT4
1426,FYR2 Double-Kettlebell Standing Clean,Lats,Kettlebells,Intermediate,https://www.youtube.com/watch?v=Zl4Xn7Ik2vE
1427,FYR2 Kettlebell Swing High Pull,Lats,Kettlebells,Intermediate,https://www.youtube.com/watch?v=m_6T7NpJj3s
1428,FYR2 Kettlebell Swing-Clean-Press Combo,Lats,Kettlebells,Intermediate,https://www.youtube.com/watch?v=H2PD7uvYciM
1429,FYR2 Kettlebell Swing-Clean-Press-Row Combo,Lats,Kettlebells,Intermediate,https://www.youtube.com/watch?v=_nIsSXWs5iU
1430,FYR2 Single-Arm Kettlebell Clean,Lats,Kettlebells,Intermediate,https://www.youtube.com/watch?v=6AIlgwod8cY
1431,FYR2 Single-Arm Kettlebell Swing,Lats,Kettlebells,Intermediate,https://www.youtube.com/watch?v=BXrXhyudA80
1432,PJR pull-over-,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=td8URZsbnIw
1433,Dumbbell seal row,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=9ffaage-LjY
1434,Incline Dumbbell Row - Gethin Variation,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=wdmbn-whNo8
1435,FYR Bent-Over Dumbbell Row,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=knB5Q4FN4ck
1436,Straight-Arm Dumbbell Pull-Over - Gethin Variation,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=Wzy_y5WHFXU
1437,Bent-Over Dumbbell Row - Gethin Variation,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=tVdQHELETEI
1438,Bent-over dumbbell rear delt fly,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=EA7u4Q_8HQ0
1439,Band Resisted Dumbbell Row,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=4emrk_nq4VA
1440,Holman Right Arm Weighted Half Jack,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=4lvwAEKGsMQ
1441,Holman Left Arm Weighted Half Jack,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=6LGcbc0M26o
1442,Holman Renegade Row,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=OlpPaGyywyY
1443,Holman Renegade Row with Opposite Foot Step-Out,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=OlpPaGyywyY
1444,Holman Renegade Row to Weighted Burpee,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=q7sN6zimft8
1445,Holman Weighted Double-Arm Cross Punch,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=GgqGpm4gVSg
1446,Holman Standing Flat Back Row,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=kBWAon7ItDw
1447,Total Fitness Dumbbell Isometric Row Hold,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=cgMQq6bntgs
1448,Dumbbell renegade row,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=OlpPaGyywyY
1449,MetaBurn Bent-Over Row to Rear-Delt Raise,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=9bERtRKo4UY
1450,FYR2 Bent-Over Reverse Fly,Lats,Dumbbell,Intermediate,https://www.youtube.com/watch?v=QICCsyKVP-g
1451,Weighted pull-up,Lats,Other,Intermediate,https://www.youtube.com/watch?v=IQSeF6aRe4c
1452,Rocky Pull-Ups/Pulldowns,Lats,Other,Beginner,https://www.youtube.com/watch?v=OBJl9qHZe0E
1453,Gironda Sternum Chins,Lats,Other,Beginner,https://www.youtube.com/watch?v=58QkcGVA12A
1454,Floor rope climb,Lats,Other,Beginner,https://www.youtube.com/watch?v=lgdPw_dVrxE
1455,Overhead Lat,Lats,Other,Beginner,https://www.youtube.com/watch?v=I-sy4d_AuPY
1456,Around-the-world pull-up,Lats,Other,Beginner,https://www.youtube.com/watch?v=9YZqQFtfcKo
1457,L-sit chin-up,Lats,Other,Beginner,https://www.youtube.com/watch?v=sbIxXuOI8D4
1458,Back Flyes - Gethin Variation,Lats,Other,Intermediate,https://www.youtube.com/watch?v=diMixJauxH0
1459,Incline straight-arm pull-over,Lats,Other,Intermediate,https://www.youtube.com/watch?v=q0649cV-yxM
1460,Machine high row,Lats,Other,Intermediate,https://www.youtube.com/watch?v=nhWPIm0tcTI
1461,AM T-Bar Row,Lats,Other,Intermediate,https://www.youtube.com/watch?v=QobNRRHGHsw
1462,Assisted Single-Arm Pull-Up,Lats,Other,Expert,https://www.youtube.com/watch?v=mTJHClMQPM8
1463,Assisted Single-Arm Chin-Up,Lats,Other,Expert,https://www.youtube.com/watch?v=Nj1NvN7Te_s
1464,Holman Renegade Punch-Under,Lats,Other,Intermediate,https://www.youtube.com/watch?v=PsHtLXIAEh0
1465,Holman Renegade Row to Split Jump,Lats,Other,Intermediate,https://www.youtube.com/watch?v=B7cNPcrxWq8
1466,Holman Dirty Dog to Renegade Row,Lats,Other,Intermediate,https://www.youtube.com/watch?v=OlpPaGyywyY
1467,Holman Renegade Row to Side Punch to Forward Punch,Lats,Other,Intermediate,https://www.youtube.com/watch?v=OlpPaGyywyY
1468,Standing dumbbell knee crunch,Lats,Other,Intermediate,https://www.youtube.com/watch?v=Z6ngr1FQtts
1469,Close-grip pull-down,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=gZr4wiQTfMM
1470,Shotgun row,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=CAfG5bkeMKQ
1471,Close-Grip Front Lat Pulldown,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=gZr4wiQTfMM
1472,Straight-arm rope pull-down,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=EurcOa-r9r4
1473,Lat pull-down,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=CAwf7n6Luuc
1474,Straight-Arm Pulldown,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=wcVDItawocI
1475,Single-arm kneeling lat pull-down,Lats,Cable,Beginner,https://www.youtube.com/watch?v=OWvqEaT6Ohc
1476,Elevated Cable Rows,Lats,Cable,Beginner,https://www.youtube.com/watch?v=rEX2WT89u34
1477,Full Range-Of-Motion Lat Pulldown,Lats,Cable,Beginner,https://www.youtube.com/watch?v=cczFstlkvzQ
1478,Kneeling lat pull-down,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=6Rh_F5Zk0MA
1479,Behind-the-neck pull-down,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=pLAd-py7T24
1480,Straight-arm cable pull-over,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=KNt8h8qVDZA
1481,Cable Straight-Arm Pulldown - Gethin Variation,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=vJwAbr_pVVM
1482,Rope Lat Pull-down - Gethin Variation,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=PA3cFLjSNus
1483,Straight-Arm Pull-Down - Gethin Variation,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=DCsaOKzd_TU
1484,High-cable standing row,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=-a9JBPQVKz0
1485,Lat Pull-down - Gethin Variation,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=04XSTEbmzDk
1486,Wide-Grip Lat Pull-Down - Gethin Variation,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=04XSTEbmzDk
1487,Behind-The-Neck Pull-Down - Gethin Variation,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=SNjYfCy4c6Q
1488,Single-Arm Cable Row - Gethin Variation,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=CrylzZHfO1c
1489,Scapular Rows,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=vASCZX2RD4c
1490,Standing V-Grip Cable Rows,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=brSpg4A283E
1491,AM Close-Grip Pull-Down,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=neP32qCyPbQ
1492,AM Wide-Grip Pull-Down,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=lueEJGjTuPQ
1493,UP Lat Pull-Down,Lats,Cable,Intermediate,https://www.youtube.com/watch?v=K8ZMybg-XtE
1494,Reverse-grip lat pull-down,Lats,Machine,Intermediate,https://www.youtube.com/watch?v=D-aYXhHBDI8
1495,Machine seated row,Lats,Machine,Beginner,https://www.youtube.com/watch?v=TeFo51Q_Nsc
1496,Machine-assisted pull-up,Lats,Machine,Beginner,https://www.youtube.com/watch?v=y00_rMYk1Oc
1497,Single-arm pull-down,Lats,Machine,Intermediate,https://www.youtube.com/watch?v=0BT533ueEdI
1498,Chest-Supported Smith Machine Row - Gethin Variation,Lats,Machine,Intermediate,https://www.youtube.com/watch?v=zXcBLlPRv04
1499,Single-arm machine high row,Lats,Machine,Intermediate,https://www.youtube.com/watch?v=0APrlfFVCKI
1500,Machine Pull-Over - Gethin Variation,Lats,Machine,Intermediate,https://www.youtube.com/watch?v=k8HGcuXLlm4
1501,Seated Machine Row - Gethin Variation,Lats,Machine,Intermediate,https://www.youtube.com/watch?v=HFOZTQ9b5Ko
1502,Wide-Grip Machine Row,Lats,Machine,Intermediate,https://www.youtube.com/watch?v=YKAeU55CkVk
1503,King Maker Lat Pull-Down,Lats,Machine,Intermediate,https://www.youtube.com/watch?v=an1BMInTXLk
1504,Robertson Half-Kneeling Landmine Press,Lats,Machine,Intermediate,https://www.youtube.com/watch?v=39lH32_Ukos
1505,Pullups,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=eGo4IYlbE5g
1506,Pull-up,Lats,Body Only,Beginner,https://www.youtube.com/watch?v=SkhNqUKB-jI
1507,Muscle Up,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=4ibwRoMy2oI
1508,Rope climb,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=Pa4QUC9AvuA
1509,Wide-Grip Rear Pull-Up,Lats,Body Only,Beginner,https://www.youtube.com/watch?v=QS4B0qLd3e0
1510,Side To Side Chins,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=LfDd_Atgc3c
1511,Neutral-grip pull-up,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=YJ7HuEsbOPY
1512,Kipping Muscle Up,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=OCg3UXgzftc
1513,One Arm Against Wall,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=NDIg31duTKA
1514,One Handed Hang,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=OSXpB-pDTek
1515,Standing side bend stretch,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=Vko-SJok-fk
1516,Burpee to pull-up,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=jVzrLDIRqnE
1517,Negative pull-up,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=gbPURTSxQLY
1518,Chin-Up,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=bLCuUWpfZXA
1519,HM Superman Lat Pull,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=gAV_qIi53eo
1520,AM Pull-Up,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=8o_SbJi9i_k
1521,UP Chin-Up,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=37M7fO5ZDgE
1522,Holman Alternating Forward and Side Punch,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=tCk20kKh_wc
1523,Jump to pull-up,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=fKe5S1dd0fw
1524,Bent-over scapular slide,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=c1rn3sjgbfY
1525,Iron cross stretch,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=uM2n0zr6Fgk
1526,Total Fitness Standing Lat Stretch,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=izMQh1NeyRU
1527,King Maker Pull-Up,Lats,Body Only,Intermediate,https://www.youtube.com/watch?v=P2IszgrPgNg
1528,Medicine ball slam,Lats,Medicine Ball,Intermediate,https://www.youtube.com/watch?v=LLIRGi1LRRQ
1529,Catch and Overhead Throw,Lats,Medicine Ball,Beginner,https://www.youtube.com/watch?v=mbdz5j63Zrk
1530,FYR2 Bent-Over Medicine Ball Slam,Lats,Medicine Ball,Intermediate,https://www.youtube.com/watch?v=QxYhFwMd1Ks
1531,Dynamic Back Stretch,Lats,None,Beginner,https://www.youtube.com/watch?v=44eYerscDWk
1532,Chair Lower Back Stretch,Lats,None,Beginner,https://www.youtube.com/watch?v=bEDH_uTcdf4
1533,Side-Lying Floor Stretch,Lats,None,Beginner,https://www.youtube.com/watch?v=pdgohzanlco
1534,Band good morning-,Lower Back,Bands,Intermediate,https://www.youtube.com/watch?v=WLP-TDwzeoQ
1535,FYR2 Monster Banded Good Morning,Lower Back,Bands,Intermediate,https://www.youtube.com/watch?v=CTRaCzE8pWU
1536,Band deadlift,Lower Back,Bands,Intermediate,https://www.youtube.com/watch?v=tSMgar8KC3Q
1537,Lower back SMR,Lower Back,Foam Roll,Intermediate,https://www.youtube.com/watch?v=NS73eSohTbc
1538,Barbell deficit deadlift,Lower Back,Barbell,Beginner,https://www.youtube.com/watch?v=CpWsUsqBtN8
1539,Deadlift with Bands,Lower Back,Barbell,Beginner,https://www.youtube.com/watch?v=tSMgar8KC3Q
1540,Deadlift with Chains,Lower Back,Barbell,Beginner,https://www.youtube.com/watch?v=RS6R7pAD6Ao
1541,Rack Pull with Bands,Lower Back,Barbell,Beginner,https://www.youtube.com/watch?v=rqXmY3y8FoM
1542,Rack pull,Lower Back,Barbell,Intermediate,https://www.youtube.com/watch?v=agF7TbWjQao
1543,Seated Good Mornings,Lower Back,Barbell,Beginner,https://www.youtube.com/watch?v=k2gpUHdRXS4
1544,Stiff Leg Barbell Good Morning,Lower Back,Barbell,Beginner,https://www.youtube.com/watch?v=xUZRtvrJgSg
1545,Reverse Band Deadlift,Lower Back,Barbell,Beginner,https://www.youtube.com/watch?v=fOCXklRYw9w
1546,Paul Carter Romanian Deadlift,Lower Back,Barbell,Intermediate,https://www.youtube.com/watch?v=KPfaAfV5DN4
1547,TBS Good Morning,Lower Back,Barbell,Intermediate,https://www.youtube.com/watch?v=zFBZ8RL07BY
1548,TBS Romanian Deadlift,Lower Back,Barbell,Intermediate,https://www.youtube.com/watch?v=_oyxCn2iSjU
1549,Barbell deadlift-,Lower Back,Barbell,Intermediate,https://www.youtube.com/watch?v=ytGaGIn3SjE
1550,Deadlift - Gethin Variation,Lower Back,Barbell,Intermediate,https://www.youtube.com/watch?v=6OOvmB9EIHY
1551,Barbell good morning,Lower Back,Barbell,Intermediate,https://www.youtube.com/watch?v=vKPGe8zb2S4
1552,UP Conventional Deadlift,Lower Back,Barbell,Intermediate,https://www.youtube.com/watch?v=VL5Ab0T07e4
1553,30 Day Back Barbell Rack Pull,Lower Back,Barbell,Intermediate,https://www.youtube.com/watch?v=aAjN8zS7Idg
1554,FYR Sumo Deadlift High Pull,Lower Back,Kettlebells,Intermediate,https://www.youtube.com/watch?v=gh55vVlwlQg
1555,Kettlebell deadlift,Lower Back,Kettlebells,Intermediate,https://www.youtube.com/watch?v=hinonqqzatk
1556,HM Kettlebell Swing,Lower Back,Kettlebells,Intermediate,https://www.youtube.com/watch?v=WM8g4Mlu5Zs
1557,KV Romanian Deadlift with Kettlebell,Lower Back,Kettlebells,Intermediate,https://www.youtube.com/watch?v=Uc5rP5xs7qQ
1558,FYR2 Kettlebell Good Morning,Lower Back,Kettlebells,Intermediate,https://www.youtube.com/watch?v=0lcPSo2gRoY
1559,FYR2 Kettlebell Romanian Deadlift,Lower Back,Kettlebells,Intermediate,https://www.youtube.com/watch?v=Uc5rP5xs7qQ
1560,FYR2 Kettlebell Staggered-Stance Deadlift,Lower Back,Kettlebells,Intermediate,https://www.youtube.com/watch?v=IXzdtAeM1qk
1561,Dumbbell Fix Dumbbell Deadlift,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=lJ3QwaXNJfw
1562,Dumbbell skier,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=1IPigOUQJgQ
1563,TBS Dumbbell Romanian Deadlift,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=FQKfr1YDhEk
1564,Stiff-Legged Dumbbell Deadlift - Gethin Variation,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=3Kg2BD1ZlRY
1565,UNS Dumbbell Romanian Deadlift,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=FQKfr1YDhEk
1566,Holman Slow Deadlift,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=AJkenFvcvpw
1567,Holman Deadlift to Overhead Press,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=YgG4YM7EE0w
1568,Holman Staggered-Stance Deadlift,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=G0sCqCwG8Xs
1569,Holman Deadlift to Front Raise,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=5RvqMroTsi8
1570,Holman Deadlift to Chest Press,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=D_2RjBQBBrw
1571,Holman Deadlift to Squat Thrust,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=OCplqnCowuM
1572,Holman Deadlift to Biceps Curl,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=tLFkKbSxXls
1573,Dumbbell kickstand deadlift,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=olZoDX7eNvI
1574,Single-leg stiff-legged deadlift to row,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=ViVhUZGk6i4
1575,FYR2 Dumbbell Deadlift,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=lJ3QwaXNJfw
1576,FYR2 Dumbbell Deadlift to Dumbbell Upright Row,Lower Back,Dumbbell,Intermediate,https://www.youtube.com/watch?v=aesGV46bJ8A
1577,Atlas Stones,Lower Back,Other,Intermediate,https://www.youtube.com/watch?v=qlB40iyWhh4
1578,Axle Deadlift,Lower Back,Other,Beginner,https://www.youtube.com/watch?v=fcz9faDczVw
1579,Atlas Stone Trainer,Lower Back,Other,Beginner,https://www.youtube.com/watch?v=2y5CD3fSmAo
1580,Partner Flat-Bench Back Extension,Lower Back,Other,Beginner,https://www.youtube.com/watch?v=CDucy6ccoBA
1581,Keg Load,Lower Back,Other,Beginner,https://www.youtube.com/watch?v=PHWitDkm4uY
1582,Partner bench back extension,Lower Back,Other,Beginner,https://www.youtube.com/watch?v=CDucy6ccoBA
1583,Rack Pull - Gethin Variation,Lower Back,Other,Intermediate,https://www.youtube.com/watch?v=sqflK1W7wZk
1584,Hex Bar Deadlift - Gethin Variation,Lower Back,Other,Intermediate,https://www.youtube.com/watch?v=5BpuTmfQjro
1585,Holman Deadlift,Lower Back,Other,Intermediate,https://www.youtube.com/watch?v=U4AQlamvFzs
1586,ACFT Low-handle trap bar deadlift,Lower Back,Other,Intermediate,https://www.youtube.com/watch?v=GD03oFZ7G3o
1587,Neutral-grip lat pull-down,Lower Back,Cable,Intermediate,https://www.youtube.com/watch?v=kVB6SlEyjQM
1588,Seated cable deadlift,Lower Back,Cable,Intermediate,https://www.youtube.com/watch?v=_4U_5JO3oiE
1589,Cable stiff-legged deadlift,Lower Back,Cable,Intermediate,https://www.youtube.com/watch?v=z7nveOG6qDo
1590,Single-leg cable stiff-legged deadlift,Lower Back,Cable,Intermediate,https://www.youtube.com/watch?v=z7nveOG6qDo
1591,UNS Banded Dumbbell Romanian Deadlift,Lower Back,Cable,Intermediate,https://www.youtube.com/watch?v=NaKsZos0bIY
1592,Seated Back Extension,Lower Back,Machine,Beginner,https://www.youtube.com/watch?v=iSIFVCzzNOY
1593,Back extension,Lower Back,Body Only,Intermediate,https://www.youtube.com/watch?v=8CHaQGvB05I
