,Title,BodyPart,Equipment,Level,url
0,Partner plank band row,Abdominals,Bands,Intermediate,https://www.youtube.com/watch?v=VkZTVksGH90
1,Banded crunch isometric hold,Abdominals,Bands,Intermediate,https://www.youtube.com/watch?v=W1rgYpTQ1F4
2,FYR Banded Plank Jack,Abdominals,Bands,Intermediate,https://www.youtube.com/watch?v=iSuWP3wJ7uk
3,Banded crunch,Abdominals,Bands,Intermediate,https://www.youtube.com/watch?v=EBq6zi8KxCs
4,Crunch,Abdominals,Bands,Intermediate,https://www.youtube.com/watch?v=MKmrqcoCZ-M
5,Decline band press sit-up,Abdominals,Bands,Intermediate,https://www.youtube.com/watch?v=IINnwHwexkg
6,FYR2 Banded Frog Pump,Abdominals,Bands,Intermediate,https://www.youtube.com/watch?v=rzjQ8XpXt1Q
7,Band low-to-high twist,Abdominals,Bands,Intermediate,https://www.youtube.com/watch?v=kPugGvTvl1A
8,Barbell roll-out,Abdominals,Barbell,Intermediate,https://www.youtube.com/watch?v=s_elM3ciI8g
9,Barbell Ab Rollout - On Knees,Abdominals,Barbell,Intermediate,https://www.youtube.com/watch?v=mIYuVpQF3N8
10,Decline bar press sit-up,Abdominals,Barbell,Intermediate,https://www.youtube.com/watch?v=u1G8kWdTpbs
11,Bench barbell roll-out,Abdominals,Barbell,Beginner,https://www.youtube.com/watch?v=RVGYevyytlc
12,Barbell Side Bend,Abdominals,Barbell,Beginner,https://www.youtube.com/watch?v=CnsLmYb6tTw
13,Seated bar twist,Abdominals,Barbell,Intermediate,https://www.youtube.com/watch?v=cfUXRs1PylY
14,Single-arm landmine pull and press,Abdominals,Barbell,Intermediate,https://www.youtube.com/watch?v=DQoIRpuCN3s
15,Barbell Ab Roll Out - Gethin Variation,Abdominals,Barbell,Intermediate,https://www.youtube.com/watch?v=O-d6HC9gLcw
16,30 Barbell Floor Wiper,Abdominals,Barbell,Intermediate,https://www.youtube.com/watch?v=PI89l7T9v50
17,30 Barbell Roll-Out,Abdominals,Barbell,Intermediate,https://www.youtube.com/watch?v=3C1TRMJveXo
18,Decline plate sit-up,Abdominals,Barbell,Intermediate,https://www.youtube.com/watch?v=nDMylg0X9qQ
19,KV Barbell Hip Thrust,Abdominals,Barbell,Intermediate,https://www.youtube.com/watch?v=L1qG25DhAk4
20,Advanced Kettlebell Windmill,Abdominals,Kettlebells,Beginner,https://www.youtube.com/watch?v=H8fmeaq8ewI
21,Kettlebell Windmill,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=q8K_Wg8OuV4
22,Kettlebell Pass Between The Legs,Abdominals,Kettlebells,Beginner,https://www.youtube.com/watch?v=dPqGBoegbj8
23,Kettlebell 3-point leg extension,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=gz1_U9-pf_w
24,Double Kettlebell Swing,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=Tr4yzNiqOWY
25,Burpee over kettlebell,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=-6Qs-vvGDvI
26,Kettlebell toe-touch,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=mcZ3HCkXjH0
27,Kettlebell swing,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=WM8g4Mlu5Zs
28,Two-way swing,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=yMyQsTFl5vY
29,Kettlebell crab reach,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=sAn17wugKuM
30,Taylor Single-Arm Kettlebell Swing,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=pKYv5-SMHIw
31,Holman Kettlebell Up to Elbow Down,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=A1kYhiocXEg
32,FYR2 Double-Kettlebell Ski,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=oTLwhmtSo-w
33,FYR2 Kettlebell Hike,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=oizawfmaWpg
34,FYR2 Kettlebell Cross-Body Catch,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=_KkVdFti8Lo
35,FYR2 Kettlebell Duck Walk,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=WqagYS9WQIY
36,FYR2 Kettlebell Get-Up Reach,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=jgKFttG0Z7I
37,FYR2 Kettlebell Juggle,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=9Wu9M7HyFHA
38,FYR2 Squat-Clean-Alternating-Press Complex,Abdominals,Kettlebells,Intermediate,https://www.youtube.com/watch?v=NTxUEGPgV2w
39,Dumbbell V-Sit Cross Jab,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=k4vFGA7qOb4
40,Dumbbell spell caster,Abdominals,Dumbbell,Beginner,https://www.youtube.com/watch?v=fxL497_e6WI
41,Dumbbell side bend,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=dL9ZzqtQI5c
42,Dumbbell crunch,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=_nzyLUvtgvs
43,Dumbbell Fix Dumbbell Sprawl,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=05Cu4ahAD8A
44,Dumbbell Fix Alternating Renegade Row,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=OlpPaGyywyY
45,Dumbbell Fix Dumbbell Mountain Climber,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=x9a06WOdMeo
46,Dumbbell Fix Dumbbell Russian Twist,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=TfTUk2AjV7g
47,Dumbbell Fix Dumbbell Pull-Over,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=K99aQZjydQU
48,Dumbbell Fix Dumbbell Sit-Up,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=kT7x1eT0h9Q
49,Dumbbell Fix Dumbbell Front Squat,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=MJao9o7ROs0
50,Dumbbell Fix Full Man Maker,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=TdUlF4F2nto
51,Dumbbell T-hold,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=QU8Aff3l-1k
52,Dumbbell hollow-body floor press,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=hcuS6t9tUM0
53,Dumbbell crusher,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=VP9Qp72zZ_c
54,Dumbbell Crunch - Gethin Variation,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=tlejzG4xvhg
55,Single-arm dumbbell crunch,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=OR5I4jxKgqU
56,HM Alternating Dumbbell Plank Row,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=rSc1pmDEhZg
57,Dumbbell straight-legged hip raise,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=j2L9t1SZ3A4
58,Seated leg tuck with dumbbell,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=I6TAn1FLGw4
59,Dumbbell V-sit cross jab-,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=k4vFGA7qOb4
60,30 Hanging Leg Raise With Dumbbell,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=BI7wrB3Crsc
61,Dumbbell Get-Up Sit-Up,Abdominals,Dumbbell,Expert,https://www.youtube.com/watch?v=rASjuHdAxew
62,Holman Right Side Plank with Left Triceps Press,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=sKMD_pbNm7w
63,Holman Left Side Plank with Right Triceps Press,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=72kCV2Emw88
64,Holman Boat with Feet Push-Out and Overhead Press,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=PZnTcCeEF5c
65,Holman Hovering Plank Row,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=EmmZvCgX4W4
66,Holman Weighted Seated Killer Abs to Russian Twist,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=wkD8rjkodUI
67,Holman Straight Plank Dumbbell Reach-Under,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=HIf-iTnZhGk
68,Holman Straight-Arm Side Plank Overhead Press to Chest Press,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=ZJM3At_KzC0
69,Holman Weighted Burpee to Pike,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=hO2o6YvoBao
70,Holman Straight-Legged Boat Chest Press,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=i9hcoNETLvQ
71,Holman Weighted Burpee to Side Delt Raise,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=sk8RsQ6u1sI
72,Holman Heavy Double Pike,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=zLdofF5ZOY8
73,Holman Heavy Double Split Pike,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=4CWtom0IFmQ
74,MetaBurn Alternating Dumbbell Sit-Through,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=5vRj_XHfOmI
75,MetaBurn Alternating Plank Row With Dumbbell Pull-Through,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=AHKjUeIy_uI
76,MetaBurn Alternating Plank Row With Push-Up,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=s-Hy3eaiJGk
77,MetaBurn Dumbbell Russian Twist,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=TfTUk2AjV7g
78,MetaBurn Dumbbell Toe-Touch,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=GTX63djcDEo
79,MetaBurn Plank To Alternating Row,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=rSc1pmDEhZg
80,Standing dumbbell knee crunch-,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=Z6ngr1FQtts
81,MetaBurn Plank With Dumbbell Rotation,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=4TnxZC4xm0Y
82,FYR2 Dumbbell Crab Reach,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=dBho5Z7y4Zc
83,FYR2 Dumbbell Man-Maker,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=3sXvIkPdXgY
84,FYR2 Dumbbell Sit-Up Reach,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=9E3Eht2OTrw
85,FYR2 Loaded Beast Sprawl,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=jVVLtUoYbKI
86,FYR2 Loaded to Unloaded Beast,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=zuHtMh9kBDA
87,Lying Leg Pullover,Abdominals,Dumbbell,Intermediate,https://www.youtube.com/watch?v=z9FP-KBYi5c
88,Landmine twist,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=wpfYRQGYVm4
89,Suspended ab fall-out,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=0FAMdxWgFnA
90,Decline reverse crunch,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=YcMj0EEadQo
91,Plate Twist,Abdominals,Other,Beginner,https://www.youtube.com/watch?v=fcunpf0iPh8
92,Weighted Crunches,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=cbwLMF7oJGI
93,Ab Roller,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=A3uK5TPzHq8
94,Otis-Up,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=BhtnaHGJa8w
95,Captain's chair knee raise,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=7KDDZtaUaxw
96,Sledgehammer swing,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=9Rj6qd3vPBE
97,Decline bar press sit-up,Abdominals,Barbell,Intermediate,https://www.youtube.com/watch?v=dwB9Rp_patE
98,Pallof press,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=ZDAW6zLajKU
99,Weighted Sit-Ups - With Bands,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=FQogbZX_JyY
100,Suitcase crunch,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=MQS-tqU1UYI
101,FYR Rope Jumping,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=6wREO0mfsiE
102,Barbell press sit-up,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=ZDu82j3krFU
103,Single-arm bent-over rear delt fly,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=UJP3IcIbRe4
104,Captain's chair leg raise,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=bpwnud0o6-A
105,Shoulder-Elevated One-Leg Hip Thrusts,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=HWcpUQm6Xko
106,Ab Twist - Gethin Variation,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=TqXwI1MWZks
107,Weighted Crunch - Gethin Variation,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=2RrGnjxSsiA
108,Ab Wheel Roll-Out - Gethin Variation,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=A3uK5TPzHq8
109,Bench crunch,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=W1pnuoe1SOQ
110,Decline plate sit-up twist,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=BMt0sQ0khfc
111,Reverse ab roll-out,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=7zLmVJnynRI
112,30 Seated Twist With PVC Pipe,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=sI44ZU33DjA
113,Suspended crunch-,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=8kvOh3dS1_0
114,Suspended oblique crunch,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=0kJX1aD89LA
115,Weighted sit-up,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=CdMwx-MEzCc
116,30 Decline Press Sit-Up,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=gI4a1n4eBgw
117,Holman Towel Reverse Plank Alternating Heel Pull-in,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=mXJwXHG3rtc
118,Holman Boat with Weighted Cross Punch,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=AmwpM1PpcbU
119,Holman Weighted Hook Punch,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=koQh_j3fq4s
120,Holman Weighted Traveling Punch,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=9Qp8kQagqHk
121,Holman Weighted Uppercut Punch,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=0mYyUHGBHxY
122,Holman Slow Weighted Double Pike,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=QmqsddaUipo
123,Holman Plate Straight Plank Reach,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=Ahn6Ar0T9BU
124,Holman Plate Elbow Plank Jack to Straight Plank Jack,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=kjvqHqVvUME
125,Holman Plate Hill Climber,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=ZHYZGIf_KXc
126,Holman Plate Reverse Plank Hill Climber,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=ABzfaaVlZIU
127,Holman Plate Straight Plank Pike to Jack,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=d_B55dng_bs
128,Holman Plate In-and-Out Push-Up,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=L0STuprps40
129,Holman Plate Burpee,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=A_AePxRctig
130,Holman Plate Elbow Plank Reach,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=_jqwB7ALsgc
131,Holman Elbow Plank to Renegade Row,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=wTqlJ0aoJlM
132,Holman Straight Plank Weighted Hand Hill Climber,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=H88Ip-MUWn0
133,Holman Weighted Left Side Diagonal Pike,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=sposDXWEB0A
134,Holman Weighted Right Side Diagonal Pike,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=DZle1ywhFVk
135,Holman Weighted W-Boat to Overhead Press,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=E7fB1RFStEM
136,Holman Weighted Kneeling Lift,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=IYaFueOs4Ss
137,Holman Hips-Up Weighted Pull-Over,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=07TusZktXZw
138,Holman Weighted Cross Punch,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=OCmJIwohtwg
139,Holman Straight-Leg Boat Hover Chest Press,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=VN-6jygZ094
140,Holman Weighted Pike,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=VnQU_lLBFW0
141,Holman Feet-Elevated Wax-On Wax-Off,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=oCRozaIpGNs
142,Holman Elbow Plank to Towel Pike,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=FiRocHqipmE
143,Holman Seated Killer Abs Overhead Press,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=gSdzYKVJYsQ
144,Holman Straight Plank Alternating Weighted Open,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=gPB4Rfdsh3w
145,Holman Weighted Killer Abs with Overhead Press,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=xk3whHlXpZY
146,Holman Weighted Split-Leg Pike,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=kJX3GTJ8TOc
147,Holman Towel Reverse Plank Heel Pull-in,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=gy92S8CWycs
148,Stick Twist,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=LdhWBp5lWqc
149,Roc Everest,Abdominals,Other,Intermediate,https://www.youtube.com/watch?v=CKdBnWQSJe4
150,Standing cable low-to-high twist,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=pAplQXk3dkU
151,Single-arm high-cable side bend,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=oPrzDzY1DKA
152,Kneeling cable oblique crunch,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=tgusmyhJKgU
153,Kneeling cable crunch,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=AV5PmZJIrrw
154,Rope Crunch,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=3trAYNxiF2M
155,Standing cable crunch,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=vFV78ASgsak
156,Bosu Ball Cable Crunch With Side Bends,Abdominals,Cable,Beginner,https://www.youtube.com/watch?v=ghrP6z8spxo
157,Standing Cable Wood Chop,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=DoACGlPyQTI
158,Cable reverse crunch,Abdominals,Cable,Beginner,https://www.youtube.com/watch?v=Ss3G7RnIjV4
159,Cable Russian Twists,Abdominals,Cable,Beginner,https://www.youtube.com/watch?v=4SqdOON5URQ
160,Pallof press with rotation,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=zoYwuVw3kkQ
161,Cable Seated Crunch,Abdominals,Cable,Beginner,https://www.youtube.com/watch?v=mkE_gNDQN8o
162,Cable Judo Flip,Abdominals,Cable,Beginner,https://www.youtube.com/watch?v=CF3aIsvzKUE
163,Exercise Ball Cable Crunch - Gethin Variation,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=vsAPBAg0fb0
164,Standing cable high-to-low twist,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=7eCm3WQgzmI
165,Bent-Over Reverse Cable Fly,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=Si3OA1IeLRU
166,Standing Cable Crunch - Gethin Variation,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=n1252pBQFTk
167,AM Cable Crunch,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=AV5PmZJIrrw
168,Tyler Holt Weighted Knee-To-Chest Crunch,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=7xy99ZgARVA
169,Standing cable twist,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=t1XQ7V7gEm4
170,30 Cable Rope Crunch,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=M1HeORCwv8A
171,30 Cable Rope Oblique Crunch,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=p9qipw5zbbM
172,Cable lying twist on ball,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=KW7V9Ba4Fs8
173,30 Cable Pallof Press,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=ma2OjgP5XDc
174,30 Cable Reverse Crunch On Ball,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=VZ_mYmOLsdA
175,30 Cable Reverse Crunch,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=Ss3G7RnIjV4
176,Tyler Holt Cable Torso Twist,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=pAplQXk3dkU
177,Single-Arm Cable Outward-Facing Biceps Curl,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=6sO-pK7pTPs
178,Biceps Rope Curl,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=Odz1T8WmDBI
179,Kneeling Cable Crunches,Abdominals,Cable,Intermediate,https://www.youtube.com/watch?v=AV5PmZJIrrw
180,Ab Crunch Machine,Abdominals,Machine,Intermediate,https://www.youtube.com/watch?v=_O1xunCfYEM
181,Smith machine straight-legged hip raise,Abdominals,Machine,Intermediate,https://www.youtube.com/watch?v=eCDlRpeo73A
182,Machine crunch,Abdominals,Machine,Intermediate,https://www.youtube.com/watch?v=_O1xunCfYEM
183,AM Ab Machine,Abdominals,Machine,Intermediate,https://www.youtube.com/watch?v=LFsZxvMQwP8
184,Smith machine V-up,Abdominals,Machine,Intermediate,https://www.youtube.com/watch?v=qfYfni8B70U
185,Elbow plank,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=qmw7-IFVZPo
186,Bottoms Up,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=ukick72Qafc
187,Spider crawl,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=Izx_JoAsK14
188,Cocoons,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=tG3kGn-WFqQ
189,Cross-Body Crunch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=iKtbk1M_TP8
190,Elbow-to-knee crunch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=FcjwuLMdGyM
191,Decline Crunch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=Pbfj9xXFpm0
192,Hanging toes-to-bar,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=S2QVHl6DoNo
193,Hanging Oblique Knee Raise,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=L1rt7qr5LCk
194,Gorilla Chin/Crunch,Abdominals,Body Only,Beginner,https://www.youtube.com/watch?v=4cXIO4_HGsw
195,Hanging leg raise,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=RuIdJSVTKO4
196,Mountain climber,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=nmwgirgXLYM
197,Ab bicycle,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=9FGilxCbdz8
198,3/4 sit-up,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=nxFgeTpBP6s
199,Reverse crunch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=Lkafd6GkaPo
200,Crunches,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=5ER5Of4MOPI
201,Dead bug reach,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=c6pHx4UXb0c
202,Crunch - Hands Overhead,Abdominals,Body Only,Beginner,https://www.youtube.com/watch?v=bXzT0s42UJE
203,V-up,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=nfWQihJo-Mc
204,Stomach Vacuum,Abdominals,Body Only,Beginner,https://www.youtube.com/watch?v=wiHMum-4nHU
205,Russian twist,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=mGiKe6CYWss
206,Flat Bench Lying Leg Raise,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=0tzBVqiDwSs
207,Knees tucked crunch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=MchxiuKaquY
208,Butt-Ups,Abdominals,Body Only,Beginner,https://www.youtube.com/watch?v=Kt9v70yZ82g
209,Feet-elevated oblique crunch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=vmD9UXveazQ
210,Bent-knee reverse crunch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=90RHU-EzJ1k
211,Alternating heel-touch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=RW25fbkQxVQ
212,Suspended Reverse Crunch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=pUo1-eOc3oo
213,Lying bench reverse crunch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=vR3UwZ84-FA
214,Sit-up,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=jDwoBqPH0jk
215,Side Bridge,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=LHT6pYI5ExU
216,Lying oblique crunch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=QxaKQG-gmPY
217,Janda Sit-Up,Abdominals,Body Only,Beginner,https://www.youtube.com/watch?v=UsFGTXPmPaI
218,Leg Pull-In,Abdominals,Body Only,Beginner,https://www.youtube.com/watch?v=a2dNtC17WRU
219,Side Jackknife,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=kRwqnBD9t88
220,Scissor Kick,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=Y1YgnpYyQfc
221,Toe Touchers,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=dgLVRLamx9c
222,Lower Back Curl,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=AEgLj_X-4m4
223,Exercise ball torso rotation,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=QOMVv4oszXU
224,Seated Overhead Stretch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=dGUWoAP00TE
225,Overhead Stretch,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=VqBxiIeAZ3k
226,Seated Scissor Kick,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=YjTxwY4ekhA
227,Partner resistance standing twist,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=3sd2IAPacoU
228,Cross Crunch,Abdominals,Body Only,Beginner,https://www.youtube.com/watch?v=t-3HyduZf1w
229,Full Moon,Abdominals,Body Only,Beginner,https://www.youtube.com/watch?v=T5WND4daNuM
230,Hanging knee raise with manual resistance,Abdominals,Body Only,Beginner,https://www.youtube.com/watch?v=QsjYvAMYofk
231,Straight-Legged Hip Raise,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=gQob47IBlYQ
232,Wall mountain climber,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=yU1HZeBLFuU
233,Skin The Cat To Push-Up,Abdominals,Body Only,Intermediate,https://www.youtube.com/watch?v=YmThzyczvrg
